price,bathrooms,sqft_living,floors,grade,sqft_above,sqft_basement,yr_built,zipcode,long,sqft_living15
260000.0,1.75,1100,1.0,7,1100,0,1984,98042,-122.08,1400
760000.0,2.5,2430,1.0,8,1470,960,1965,98115,-122.287,2180
405000.0,2.5,3170,2.0,10,2360,810,1995,98023,-122.336,2970
429900.0,2.5,2640,2.0,8,2640,0,1987,98058,-122.15,2240
341500.0,1.5,1130,1.0,7,1130,0,1961,98056,-122.189,1320
465250.0,2.0,1940,1.5,7,1940,0,1957,98177,-122.38,1940
450000.0,2.0,1100,1.5,7,1100,0,1912,98117,-122.36200000000001,1390
390000.0,1.0,1200,1.0,7,1200,0,1955,98006,-122.14399999999999,1370
420000.0,2.25,2000,1.0,8,1000,1000,1963,98008,-122.11399999999999,2070
269950.0,2.5,1890,2.0,8,1730,160,2002,98168,-122.279,1910
493000.0,2.0,1910,1.0,7,1060,850,1910,98122,-122.295,1520
370000.0,2.5,2710,2.0,9,2710,0,1998,98092,-122.17200000000001,2520
2250000.0,4.25,4860,1.5,10,3100,1760,1905,98112,-122.286,3150
305000.0,1.0,1250,1.0,7,1250,0,1967,98059,-122.11,1450
400000.0,1.75,1590,1.5,6,970,620,1938,98034,-122.21700000000001,2030
320000.0,1.5,1240,2.0,8,1050,190,2009,98133,-122.35600000000001,1180
715000.0,1.0,2000,2.0,7,2000,0,1911,98103,-122.351,1260
650000.0,2.75,3610,1.5,8,3610,0,1966,98008,-122.125,2560
218000.0,1.75,1930,1.0,8,1930,0,1966,98023,-122.376,2370
500000.0,1.0,1280,1.0,7,1280,0,1964,98117,-122.37100000000001,1540
460000.0,2.0,2090,1.0,7,2090,0,1984,98027,-121.993,2380
232500.0,1.5,1940,1.0,7,1140,800,1969,98003,-122.32700000000001,1410
408200.0,2.5,1800,2.0,7,1800,0,1990,98106,-122.363,1800
522000.0,1.75,1730,1.0,7,1400,330,1980,98052,-122.115,1830
675000.0,2.5,2810,2.0,9,2810,0,1982,98074,-122.044,3100
1355000.0,3.5,3550,1.0,11,2260,1290,1999,98006,-122.134,4100
249950.0,1.0,1330,1.5,6,1330,0,1952,98168,-122.333,1570
210000.0,1.0,750,1.0,6,750,0,1950,98168,-122.294,1460
429950.0,1.0,1760,1.0,7,1090,670,1947,98133,-122.355,1180
737500.0,2.5,3200,2.0,9,3200,0,1993,98053,-121.994,2930
710000.0,2.0,1740,1.0,8,1740,0,1958,98033,-122.198,1850
470000.0,2.5,2100,2.0,8,2100,0,1999,98065,-121.867,2100
1100000.0,3.5,4270,1.0,12,4270,0,1993,98077,-122.07799999999999,3510
650000.0,2.0,1340,1.5,7,1340,0,1913,98103,-122.335,2030
1216000.0,2.5,3190,1.0,9,1680,1510,1967,98006,-122.162,3160
422120.0,2.5,1630,2.0,8,1630,0,1987,98034,-122.205,1380
625000.0,2.5,2990,2.0,9,2990,0,2007,98011,-122.21799999999999,3150
385200.0,1.0,1550,1.5,6,1550,0,1954,98126,-122.375,1220
500000.0,2.25,1690,2.0,8,1690,0,1989,98029,-122.01,1800
308000.0,2.25,1960,2.0,8,1960,0,1989,98042,-122.05799999999999,1910
565000.0,2.75,2390,1.0,8,1360,1030,1977,98006,-122.185,2140
581000.0,2.5,2600,2.0,7,2600,0,2004,98053,-122.03399999999999,2600
361000.0,2.0,1950,1.0,8,1950,0,1999,98042,-122.15299999999999,2330
345000.0,1.0,1250,1.0,7,1250,0,1964,98008,-122.12100000000001,1530
419000.0,2.25,1180,2.0,8,840,340,2008,98122,-122.309,1310
347000.0,2.5,1680,2.0,7,1680,0,2004,98056,-122.179,2160
625000.0,2.25,2220,2.0,9,2220,0,1989,98075,-121.991,3000
2400000.0,4.25,4890,2.0,11,3090,1800,1999,98040,-122.227,3470
379000.0,3.25,2660,2.5,8,2660,0,2014,98010,-122.01100000000001,1320
310000.0,1.5,1150,2.0,7,1150,0,1988,98029,-122.01700000000001,1150
250000.0,2.0,1130,1.0,6,1130,0,1941,98030,-122.225,1320
682000.0,2.75,2760,2.0,9,2760,0,2005,98059,-122.18799999999999,2870
246500.0,2.0,1430,1.0,7,1430,0,1992,98022,-121.98299999999999,1580
325000.0,1.0,1490,1.5,5,1490,0,1932,98092,-122.228,1580
310950.0,2.5,2030,2.0,8,2030,0,2004,98031,-122.184,2095
1100000.0,2.0,3010,2.0,9,1890,1120,1931,98199,-122.396,2688
287500.0,1.0,1810,1.0,7,1130,680,1954,98133,-122.351,1810
431000.0,1.0,1810,1.0,7,1130,680,1954,98133,-122.351,1810
226000.0,1.0,970,1.0,6,970,0,1968,98118,-122.279,1290
825000.0,1.75,2010,1.5,7,1510,500,1926,98103,-122.348,1600
175000.0,1.0,1300,1.5,6,1300,0,1947,98168,-122.286,1240
465750.0,1.5,1260,1.0,7,1260,0,1959,98008,-122.12299999999999,1800
659000.0,2.25,2610,2.0,8,2610,0,1983,98075,-122.05,2550
595000.0,1.75,1910,1.0,8,1110,800,1941,98115,-122.32700000000001,1630
350000.0,2.25,1780,2.0,8,1780,0,1987,98058,-122.12700000000001,1780
270000.0,2.25,1900,1.0,8,1900,0,1975,98023,-122.381,2120
662500.0,2.25,2450,1.0,7,1340,1110,1957,98008,-122.117,1850
249900.0,1.75,1380,1.0,5,1380,0,1939,98001,-122.281,1490
324500.0,1.75,1920,1.0,7,1230,690,1977,98023,-122.36200000000001,1980
430000.0,1.75,1350,1.0,8,1350,0,2004,98053,-122.03299999999999,1350
419950.0,1.75,1350,1.0,8,1350,0,2004,98053,-122.03299999999999,1350
285000.0,1.75,2510,1.0,8,1290,1220,1962,98032,-122.27600000000001,1790
332000.0,2.5,2470,2.0,8,2470,0,2002,98092,-122.191,2100
282000.0,1.75,1660,1.0,7,960,700,1956,98168,-122.3,1340
320000.0,1.0,1340,1.0,7,940,400,1987,98133,-122.34,1020
428750.0,1.0,1620,1.5,7,1620,0,1911,98006,-122.119,2440
330000.0,2.25,2300,2.0,8,2300,0,1977,98022,-121.93700000000001,1760
456500.0,3.5,2000,3.0,8,2000,0,2008,98177,-122.361,1440
352000.0,2.25,1640,1.0,8,1640,0,1972,98059,-122.12100000000001,1870
664000.0,2.0,1530,1.5,7,1530,0,1912,98105,-122.325,1860
628000.0,1.75,4000,1.0,9,2190,1810,1987,98011,-122.20299999999999,2530
512000.0,1.75,1610,1.0,7,1080,530,1977,98052,-122.13600000000001,1780
254000.0,2.0,2070,1.0,7,1450,620,1969,98023,-122.376,1630
535800.0,2.5,1900,2.0,8,1900,0,1994,98029,-121.99600000000001,2030
287653.0,1.0,1050,1.0,7,1050,0,1960,98038,-122.006,1610
438000.0,2.5,1520,2.0,8,1180,340,2006,98136,-122.385,1270
450000.0,1.75,2390,1.0,7,1750,640,1949,98028,-122.23700000000001,1840
327000.0,2.75,2400,2.0,8,2400,0,1998,98092,-122.209,2400
370500.0,2.5,1790,2.0,7,1790,0,2005,98059,-122.12799999999999,1950
265000.0,2.5,1720,2.0,7,1720,0,1993,98038,-122.04899999999999,1570
450000.0,2.75,2980,1.0,8,1800,1180,1979,98056,-122.197,1920
425000.0,1.0,1520,1.5,8,1520,0,1988,98027,-122.09299999999999,2640
166600.0,1.75,1150,1.0,7,1150,0,1977,98042,-122.115,1330
245000.0,0.75,380,1.0,5,380,0,1963,98168,-122.323,1170
565000.0,1.0,910,1.0,7,910,0,1951,98115,-122.28399999999999,1520
539900.0,1.75,1650,1.0,8,1230,420,1976,98033,-122.169,1930
910000.0,3.5,2480,2.0,10,2480,0,2010,98144,-122.307,1980
280000.0,2.5,2050,2.0,8,2050,0,1990,98092,-122.219,2050
275000.0,2.25,1420,2.0,7,1420,0,1989,98038,-122.039,1560
467000.0,2.5,3460,2.0,7,3460,0,2001,98056,-122.18799999999999,2490
457500.0,2.5,1500,2.0,8,1500,0,1996,98029,-122.005,1730
381156.0,1.0,1320,1.0,7,1320,0,1908,98118,-122.27600000000001,1270
289999.0,2.5,2180,1.0,8,1220,960,1977,98092,-122.191,2050
642450.0,1.75,1830,1.0,7,1230,600,1919,98144,-122.288,1950
469950.0,2.25,1620,1.0,7,1220,400,1962,98007,-122.137,1600
795000.0,2.0,2920,1.0,8,1460,1460,1975,98033,-122.18799999999999,2920
785000.0,2.5,3300,2.0,10,3300,0,1984,98074,-122.036,2820
860000.0,2.25,3060,2.0,10,3060,0,1983,98006,-122.10600000000001,3060
1095000.0,0.0,3064,3.5,7,3064,0,1990,98102,-122.322,2360
147500.0,1.0,1530,1.0,7,1530,0,1959,98031,-122.20299999999999,1380
390000.0,2.0,1910,1.0,7,1410,500,1978,98011,-122.198,2040
229000.0,1.0,1020,1.0,7,1020,0,1954,98198,-122.314,1020
185000.0,1.0,1150,1.0,6,1150,0,1932,98168,-122.307,1120
414900.0,1.5,1260,1.0,7,870,390,1941,98115,-122.305,1620
200000.0,2.0,1920,1.0,6,920,1000,1914,98136,-122.381,1120
225000.0,2.25,1800,1.0,8,1800,0,1969,98092,-122.191,2060
720000.0,1.75,2040,2.0,7,1360,680,1924,98105,-122.289,1610
930000.0,2.5,2200,2.0,8,1430,770,1908,98119,-122.37,2100
1270000.0,2.5,3200,1.0,7,2160,1040,1952,98004,-122.22200000000001,4090
700000.0,3.25,2400,2.0,7,1780,620,1928,98122,-122.291,2100
466000.0,1.5,1140,3.0,7,1140,0,2005,98103,-122.333,1170
374000.0,1.5,1330,1.0,7,1330,0,1976,98011,-122.193,1460
480000.0,2.5,1940,2.0,8,1940,0,1994,98072,-122.17200000000001,2810
740000.0,2.5,3000,2.0,9,3000,0,1995,98053,-122.01299999999999,3000
1010000.0,1.0,1820,1.5,8,1820,0,1923,98102,-122.318,1820
395000.0,2.5,2910,2.0,8,2910,0,2002,98042,-122.12700000000001,2740
340000.0,1.0,1090,1.0,6,1090,0,1954,98106,-122.352,1200
209000.0,2.0,1230,2.0,7,1020,210,2003,98106,-122.361,1260
431650.0,2.5,1710,1.5,7,1710,0,1962,98007,-122.146,1530
980000.0,2.5,3160,1.0,9,1780,1380,1971,98040,-122.21600000000001,3260
660000.0,2.5,2680,2.0,9,2680,0,1993,98077,-122.05,2670
730000.0,2.25,2190,2.0,8,1840,350,1977,98033,-122.18799999999999,2190
291500.0,1.75,1260,1.0,7,1260,0,1988,98042,-122.07600000000001,1640
905000.0,3.5,2970,2.0,9,2340,630,1997,98040,-122.215,3680
800000.0,2.5,2570,1.5,10,2570,0,1993,98077,-122.039,3420
839900.0,3.5,3810,1.0,9,2560,1250,2013,98056,-122.2,3230
200000.0,1.5,1010,2.0,8,950,60,2007,98126,-122.37200000000001,1360
300000.0,2.0,1480,1.0,7,1080,400,1979,98058,-122.16799999999999,1850
530000.0,1.75,1250,1.5,7,1250,0,1942,98115,-122.304,1180
314950.0,2.25,1654,2.0,7,1654,0,1995,98038,-122.037,1654
255000.0,1.75,1410,1.0,7,1410,0,1960,98031,-122.198,1630
550000.0,2.75,2160,1.0,7,1500,660,1950,98144,-122.304,2160
435000.0,1.0,1400,1.0,6,700,700,1917,98136,-122.391,1470
234000.0,1.75,1420,1.0,7,1420,0,1966,98002,-122.20700000000001,1660
615000.0,2.25,2500,1.0,8,1600,900,1975,98052,-122.1,2500
205000.0,2.0,1410,1.0,7,1410,0,1985,98001,-122.26299999999999,1410
384000.0,1.75,2100,1.0,7,1050,1050,1955,98106,-122.34899999999999,1730
324000.0,2.5,1750,2.0,8,1750,0,1994,98055,-122.19200000000001,2050
645000.0,1.75,2070,1.0,7,1130,940,1946,98115,-122.301,1800
570000.0,3.25,1570,2.0,8,1260,310,2007,98107,-122.369,1000
324000.0,2.5,1920,2.0,8,1920,0,1999,98031,-122.195,1920
270000.0,1.0,1000,1.0,6,1000,0,1943,98106,-122.35600000000001,1100
290000.0,1.5,2120,1.5,7,2120,0,1962,98058,-122.17200000000001,1730
250000.0,2.0,1440,1.0,7,1440,0,1965,98198,-122.31700000000001,1390
342000.0,1.75,1660,2.0,7,1660,0,1990,98014,-121.915,1520
255000.0,1.5,1340,1.0,7,1340,0,1958,98188,-122.28,1340
800000.0,2.25,2380,1.0,9,1450,930,1972,98040,-122.21799999999999,2750
451000.0,1.75,1560,1.5,7,1000,560,1926,98126,-122.375,1430
990000.0,2.5,2780,1.0,7,1390,1390,1967,98033,-122.204,2860
288400.0,2.5,1860,1.0,7,1220,640,1983,98031,-122.186,1860
420000.0,1.5,2390,2.0,8,1750,640,1920,98118,-122.26799999999999,1690
359000.0,2.75,1370,2.0,8,1080,290,2009,98133,-122.34299999999999,1370
390000.0,3.0,2570,1.0,7,1420,1150,1988,98058,-122.09,2260
300000.0,2.5,1320,2.0,7,1320,0,2005,98118,-122.28299999999999,1320
545000.0,2.5,2520,1.0,7,1500,1020,1981,98034,-122.199,2030
288349.0,1.0,1250,1.0,6,1250,0,1972,98010,-122.04700000000001,1920
299900.0,2.25,1560,1.0,7,1290,270,1985,98092,-122.069,1660
891000.0,2.0,2330,1.5,7,1720,610,1925,98117,-122.35799999999999,2090
1200000.0,2.0,3660,1.0,9,1830,1830,1947,98117,-122.4,2680
378000.0,2.5,2790,2.0,8,2790,0,2004,98038,-122.02600000000001,2820
299995.0,1.0,1060,1.0,6,1060,0,1951,98155,-122.315,1850
253000.0,2.5,2020,1.0,7,1310,710,1994,98042,-122.15799999999999,1710
350000.0,2.25,1580,1.0,7,1580,0,1979,98024,-121.852,1980
565000.0,3.0,2020,1.5,6,2020,0,1900,98107,-122.37200000000001,1290
315000.0,1.0,970,1.0,6,970,0,1908,98118,-122.273,1490
570000.0,3.0,1490,1.5,7,1490,0,1915,98136,-122.382,1990
971000.0,3.5,4390,2.0,9,3350,1040,2005,98125,-122.28200000000001,2010
915000.0,2.5,2750,1.5,9,1840,910,1910,98112,-122.3,1460
419000.0,1.5,2150,1.0,7,2150,0,1950,98166,-122.355,2150
260000.0,1.75,1810,1.0,7,1230,580,1977,98023,-122.361,1870
1321500.0,3.0,2230,2.0,9,2230,0,1990,98004,-122.197,2260
369950.0,1.0,2430,1.0,7,2430,0,1977,98045,-121.787,1660
1029900.0,2.5,3680,2.0,10,3680,0,1994,98006,-122.119,3600
435000.0,1.0,1410,1.5,6,1410,0,1929,98118,-122.27799999999999,1360
601000.0,1.75,1330,1.0,8,1330,0,1958,98125,-122.286,2600
460500.0,1.0,1490,1.0,7,1150,340,1963,98033,-122.178,1730
720000.0,2.5,2020,3.0,8,2020,0,2000,98103,-122.35600000000001,1920
851000.0,2.5,3130,2.0,10,3130,0,1996,98075,-121.976,2840
550000.0,3.0,2670,2.0,7,2670,0,1916,98126,-122.37700000000001,2300
700000.0,1.0,1980,1.5,7,1980,0,1920,98103,-122.331,1810
323000.0,1.75,2100,1.0,7,2100,0,1963,98042,-122.059,1930
345500.0,1.0,1350,1.0,6,1350,0,1944,98177,-122.36200000000001,2080
378000.0,1.5,2140,1.0,7,1190,950,1959,98118,-122.272,2140
650000.0,2.0,2208,3.0,8,2208,0,1917,98116,-122.383,1760
385000.0,2.0,1010,1.0,7,1010,0,1982,98074,-122.06200000000001,1650
425000.0,1.0,970,1.0,7,970,0,1910,98102,-122.319,1670
210000.0,2.0,1520,1.5,6,1520,0,1920,98022,-121.98899999999999,1390
630000.0,2.5,2740,2.0,9,2740,0,1993,98077,-122.04899999999999,2740
335000.0,1.75,1570,1.0,7,1300,270,1953,98146,-122.368,1590
196500.0,1.0,1320,1.0,7,1320,0,1966,98001,-122.272,1320
582800.0,2.75,2550,1.0,8,1440,1110,1986,98074,-122.06,2290
440000.0,1.75,1560,1.0,7,1250,310,1983,98034,-122.22200000000001,1540
752500.0,2.25,2360,2.0,8,2360,0,1974,98033,-122.198,2360
532500.0,1.75,1330,2.0,7,1210,120,1909,98116,-122.384,1500
265000.0,1.0,1070,1.0,7,1070,0,1950,98198,-122.33,1840
397500.0,1.25,1510,1.0,6,810,700,1961,98125,-122.28299999999999,2560
524250.0,2.5,1710,2.0,8,1710,0,1999,98029,-122.01100000000001,2120
765000.0,2.75,2790,2.0,10,2790,0,1996,98027,-122.08,3080
648000.0,2.5,2620,2.0,9,2620,0,2001,98074,-122.01899999999999,2590
469500.0,2.5,2970,1.0,8,1670,1300,1969,98031,-122.17299999999999,2100
237500.0,1.75,1050,1.0,7,1050,0,1975,98023,-122.369,1360
216000.0,1.0,1280,1.0,7,1280,0,1956,98003,-122.29700000000001,1420
427200.0,1.0,1030,1.0,7,1030,0,1963,98056,-122.17299999999999,1270
280000.0,2.25,1900,1.0,8,1390,510,1977,98055,-122.208,1730
718000.0,3.0,3070,1.0,9,1740,1330,1968,98006,-122.12799999999999,2550
420000.0,2.75,1760,2.0,8,1760,0,2010,98065,-121.87799999999999,1870
379000.0,1.0,930,1.0,7,930,0,1952,98117,-122.37200000000001,1050
326100.0,1.0,880,1.0,6,880,0,1942,98177,-122.361,1370
535000.0,2.5,1360,3.0,7,1310,50,2003,98115,-122.324,1365
283000.0,2.75,2130,1.0,7,1560,570,1992,98022,-122.01,2130
260000.0,1.0,1480,1.5,6,1120,360,1940,98168,-122.301,1460
399000.0,1.0,1500,1.5,7,1500,0,1951,98126,-122.37799999999999,980
484950.0,2.25,1670,2.0,8,1670,0,1987,98029,-122.01700000000001,1850
640000.0,1.75,2060,1.0,8,2060,0,1960,98005,-122.17399999999999,2260
585000.0,2.5,2160,1.0,8,1660,500,1952,98115,-122.32799999999999,1520
645000.0,2.0,2780,1.0,8,1190,1590,1955,98125,-122.28399999999999,2580
253000.0,2.0,1490,1.0,7,1490,0,1988,98003,-122.325,1590
178500.0,1.0,740,1.0,6,740,0,1953,98146,-122.344,1170
291000.0,2.5,1860,2.0,7,1860,0,1991,98038,-122.03,1860
199950.0,2.75,1590,1.5,5,1590,0,1920,98001,-122.25,1310
553500.0,1.0,850,1.0,7,850,0,1922,98105,-122.32799999999999,1300
189950.0,1.0,1030,1.0,8,1030,0,1981,98038,-122.057,1450
289000.0,2.0,1850,1.0,8,1850,0,1988,98001,-122.273,2250
700000.0,2.0,1830,2.0,8,1830,0,1908,98105,-122.32700000000001,1650
270000.0,2.0,1560,1.0,7,1560,0,1967,98058,-122.171,1610
258000.0,1.75,1730,1.0,7,1230,500,1977,98023,-122.361,1840
530000.0,2.5,1930,2.0,8,1930,0,2005,98125,-122.309,1930
245000.0,2.25,1422,2.0,7,1422,0,2012,98092,-122.178,1677
563000.0,2.0,1380,1.5,7,1380,0,1917,98117,-122.369,1350
515000.0,2.5,2430,2.0,8,2430,0,2001,98065,-121.875,2500
325000.0,2.5,2610,2.0,9,2610,0,1987,98023,-122.34899999999999,2610
540000.0,2.25,2000,2.0,8,2000,0,1996,98024,-121.911,2220
280300.0,1.0,920,1.0,6,490,430,1949,98103,-122.338,1500
460000.0,1.75,1750,1.5,7,1050,700,1926,98117,-122.38799999999999,1640
475000.0,1.75,2020,1.0,7,1180,840,1981,98072,-122.145,2140
900000.0,2.25,2460,1.0,9,2460,0,1957,98007,-122.147,2830
538200.0,3.0,1780,1.0,8,1780,0,1964,98008,-122.11399999999999,1810
429000.0,1.0,1080,1.0,7,1080,0,1922,98122,-122.291,2230
164808.0,1.0,1250,1.0,7,1250,0,1980,98178,-122.265,1490
520000.0,2.25,1870,2.0,7,1870,0,1977,98052,-122.12700000000001,1970
475000.0,1.75,1700,1.0,8,1230,470,1977,98125,-122.31700000000001,1800
283000.0,1.5,1480,1.0,6,1480,0,1942,98168,-122.3,1530
321500.0,2.5,1930,2.0,8,1930,0,2000,98030,-122.191,1930
840000.0,2.75,3130,2.0,10,3130,0,1993,98077,-122.073,3330
287000.0,2.25,1370,2.0,7,1370,0,1992,98038,-122.03299999999999,1370
375000.0,1.75,960,1.0,7,960,0,1962,98052,-122.156,1650
349500.0,1.75,1260,1.0,7,1260,0,1969,98034,-122.205,1330
446450.0,1.5,1480,1.0,7,1480,0,1960,98126,-122.37899999999999,1140
315000.0,2.5,1930,2.0,7,1930,0,1992,98031,-122.18,1930
271310.0,1.0,870,1.5,6,870,0,1906,98144,-122.302,1190
315000.0,1.0,1300,1.5,7,1300,0,1953,98133,-122.33200000000001,1330
245000.0,1.75,1490,1.0,7,1490,0,1990,98030,-122.179,1880
543115.0,1.0,1380,1.0,8,1030,350,1947,98199,-122.399,1380
900000.0,2.0,1190,1.5,7,1190,0,1945,98117,-122.397,1190
2450000.0,4.25,4250,2.0,10,2870,1380,2008,98144,-122.28299999999999,3640
554000.0,2.0,1920,1.0,8,1920,0,2003,98053,-122.031,1670
249900.0,1.75,2080,1.0,6,2080,0,1950,98001,-122.25,1690
768000.0,2.5,3220,2.0,9,2690,530,1981,98006,-122.109,3460
980000.0,3.0,3680,1.0,10,2060,1620,1967,98199,-122.395,3140
395000.0,2.5,2070,1.0,7,1270,800,1962,98146,-122.36399999999999,1950
415000.0,1.75,1480,2.0,7,1480,0,1995,98103,-122.35,1360
380000.0,2.5,2000,2.0,8,2000,0,2003,98038,-122.014,2430
566000.0,2.5,1560,2.0,8,1560,0,1999,98075,-122.016,2170
218500.0,1.0,1600,1.0,7,1390,210,1949,98002,-122.21,1502
550000.0,2.5,1940,1.0,7,1140,800,1976,98052,-122.11399999999999,2200
512031.0,1.75,1540,1.0,7,770,770,1920,98117,-122.36,1420
197500.0,1.0,820,1.0,6,820,0,1950,98055,-122.19,1660
470000.0,2.25,1780,1.0,7,1230,550,1977,98033,-122.17200000000001,1780
590000.0,1.75,1560,1.0,7,1560,0,1981,98053,-121.956,2320
465000.0,2.25,2210,1.0,8,1270,940,1977,98011,-122.198,2030
499000.0,1.75,2040,1.0,7,2040,0,1968,98027,-122.09200000000001,1850
515000.0,2.25,1920,1.0,8,1920,0,1972,98006,-122.18799999999999,2260
716500.0,1.75,1930,1.0,9,1230,700,1936,98105,-122.27799999999999,2300
410000.0,2.0,1700,1.0,6,890,810,1944,98199,-122.385,1440
850000.0,3.25,3450,2.0,8,2450,1000,1994,98136,-122.38799999999999,1750
1050000.0,3.25,3440,2.0,10,3440,0,1983,98033,-122.184,3440
648000.0,2.5,2380,2.0,10,2380,0,1992,98075,-122.02799999999999,2730
620000.0,2.25,2400,1.5,7,1460,940,1929,98117,-122.37,1250
935000.0,4.5,5670,2.0,11,5670,0,2008,98010,-122.044,4100
379000.0,1.0,1140,1.0,7,1140,0,1963,98034,-122.196,1140
699000.0,1.75,1670,1.0,7,1270,400,1952,98199,-122.397,1460
528000.0,2.25,1910,1.0,8,1280,630,1960,98125,-122.29799999999999,1860
425000.0,1.75,1560,1.0,8,1560,0,1974,98056,-122.18,2200
249500.0,1.75,1500,1.0,7,1500,0,1963,98042,-122.115,1220
1035480.0,3.25,4475,2.0,9,4475,0,2014,98053,-122.01799999999999,3720
790000.0,2.75,2840,1.0,9,1640,1200,1961,98136,-122.38600000000001,2790
399950.0,1.0,1020,1.0,7,1020,0,1969,98027,-122.04299999999999,1750
275000.0,1.5,1410,1.0,7,1410,0,1953,98133,-122.35,1910
550000.0,1.0,1520,1.5,8,1520,0,1912,98109,-122.352,1880
140000.0,1.0,730,1.0,4,730,0,1926,98055,-122.215,1790
250000.0,1.0,1190,1.0,7,990,200,1954,98108,-122.292,1760
318000.0,2.25,1410,2.0,7,1410,0,1988,98198,-122.31,2050
505000.0,1.0,1240,1.0,7,1240,0,1962,98075,-122.059,3050
470500.0,2.5,2500,1.0,8,1300,1200,1966,98006,-122.18,2090
360000.0,1.0,1050,1.5,7,1050,0,1954,98125,-122.301,1380
1242500.0,2.75,2680,1.0,9,1480,1200,1962,98006,-122.156,2940
986000.0,2.5,2380,1.0,9,1340,1040,1964,98136,-122.38600000000001,2560
515000.0,1.0,1060,1.0,7,860,200,1906,98112,-122.29299999999999,1060
320000.0,1.75,2300,1.0,8,1310,990,1939,98168,-122.292,1160
310000.0,3.0,2010,1.0,7,1090,920,1951,98178,-122.265,1470
356700.0,1.0,1090,1.0,7,730,360,1942,98126,-122.37799999999999,990
775000.0,1.75,2320,1.0,7,1510,810,1956,98199,-122.38799999999999,1840
325000.0,1.0,1040,1.0,6,1040,0,1951,98133,-122.339,1140
208000.0,2.75,1810,1.5,7,1810,0,1962,98198,-122.31,1740
825000.0,1.0,1150,1.0,6,1150,0,1908,98178,-122.22200000000001,2440
515000.0,2.5,2360,1.0,9,2360,0,1990,98003,-122.333,2390
490000.0,1.5,1970,1.5,8,1420,550,1929,98122,-122.292,1940
675000.0,3.0,2690,1.0,8,2690,0,1954,98166,-122.34299999999999,2820
360000.0,2.5,2080,1.0,7,1040,1040,1962,98144,-122.29,1340
550000.0,2.5,2080,1.0,7,1040,1040,1962,98144,-122.29,1340
225000.0,1.5,1370,1.0,7,1370,0,1962,98168,-122.32799999999999,1400
500000.0,2.75,3410,1.5,8,3410,0,1967,98058,-122.147,2260
385000.0,2.0,1850,1.0,8,1850,0,1969,98059,-122.12,2110
837700.0,2.75,3010,2.0,10,3010,0,1994,98052,-122.102,2890
448000.0,2.25,1530,2.0,7,1530,0,2003,98053,-122.035,1560
730000.0,1.75,2690,1.0,7,1420,1270,1952,98004,-122.191,2600
575000.0,1.5,2810,1.0,8,1490,1320,1954,98136,-122.382,2240
430000.0,1.75,1810,1.0,7,1240,570,1976,98034,-122.19200000000001,1460
435000.0,2.5,1560,2.0,7,1560,0,2002,98053,-122.04299999999999,1600
241000.0,1.0,1010,1.0,6,1010,0,1973,98092,-122.066,1200
453500.0,1.75,1000,1.0,6,600,400,1924,98109,-122.355,2120
285000.0,1.5,990,3.0,7,990,0,2001,98133,-122.35600000000001,1050
151000.0,1.0,720,1.0,5,720,0,1942,98056,-122.186,860
1570000.0,4.5,6070,2.0,11,6070,0,2004,98059,-122.134,4750
631000.0,2.0,2270,2.0,7,2270,0,1905,98122,-122.319,1320
285000.0,2.5,1380,2.0,7,1140,240,2011,98126,-122.369,1580
195000.0,1.0,1260,1.0,6,840,420,1959,98023,-122.348,1140
817500.0,2.5,2910,2.0,9,2910,0,1987,98075,-121.991,2720
550000.0,2.0,1810,1.0,7,1810,0,1960,98007,-122.14,1490
1127000.0,2.5,3160,2.0,9,3160,0,1995,98033,-122.195,3000
609850.0,2.75,1910,3.0,9,1910,0,2002,98119,-122.37299999999999,1910
200000.0,1.0,1230,1.0,6,1230,0,1947,98106,-122.361,1525
367000.0,2.5,2960,2.0,9,2960,0,2006,98038,-122.037,2960
285167.0,2.25,2200,2.0,8,2200,0,1988,98092,-122.21799999999999,2200
275000.0,1.5,1270,1.0,7,1270,0,1947,98003,-122.304,1270
350900.0,2.5,2540,2.0,9,2540,0,1992,98030,-122.169,2410
660000.0,3.25,3030,2.0,8,3030,0,1988,98029,-122.014,2360
525000.0,1.75,1520,1.0,7,1520,0,1957,98008,-122.118,1760
262000.0,2.5,1560,2.0,7,1560,0,1997,98168,-122.316,1160
690000.0,1.0,970,1.0,7,970,0,1907,98103,-122.33200000000001,1500
624000.0,3.75,3570,2.0,9,3570,0,2005,98019,-121.97399999999999,3160
353000.0,1.0,1350,1.0,6,860,490,1947,98125,-122.291,1130
552500.0,3.5,3710,2.0,8,2290,1420,2002,98056,-122.186,1720
224500.0,1.0,1430,1.5,7,1430,0,1983,98092,-122.17399999999999,1550
239000.0,1.0,940,1.0,6,940,0,1950,98146,-122.336,1100
975000.0,4.5,4300,2.0,10,4300,0,2004,98029,-122.027,3950
1200000.0,1.75,3990,2.0,11,3990,0,2006,98059,-122.131,5790
505000.0,1.0,1380,1.5,7,1380,0,1910,98112,-122.296,1690
302000.0,1.75,2020,1.0,7,1010,1010,1963,98059,-122.162,1650
170000.0,1.0,1480,1.0,6,780,700,1944,98106,-122.36,760
195000.0,1.0,1190,1.0,5,1190,0,1910,98027,-122.04,1730
272000.0,1.5,2550,1.0,7,1560,990,1959,98056,-122.17200000000001,1380
369000.0,1.5,2550,1.0,7,1560,990,1959,98056,-122.17200000000001,1380
