,price,bathrooms,sqft_living,floors,grade,sqft_above,sqft_basement,yr_built,zipcode,long,sqft_living15
5546,650000.0,2.75,2580.0,1.0,8.0,1480.0,1100.0,1964.0,98007.0,-122.139,2140.0
5547,340000.0,2.5,2160.0,2.0,7.0,2160.0,0.0,2003.0,98056.0,-122.18299999999999,2160.0
5548,565000.0,2.5,2230.0,1.0,8.0,1430.0,800.0,1969.0,98052.0,-122.152,1970.0
5549,630000.0,2.0,2000.0,1.5,7.0,2000.0,0.0,1925.0,98144.0,-122.29299999999999,2200.0
5550,227000.0,1.0,1280.0,1.0,6.0,1280.0,0.0,1916.0,,-121.99600000000001,1260.0
5551,600000.0,2.75,2810.0,1.0,8.0,1640.0,1170.0,1978.0,98052.0,-122.14399999999999,2400.0
5552,540400.0,1.75,1680.0,,8.0,1680.0,0.0,1974.0,98008.0,-122.113,1910.0
5553,569000.0,2.5,2150.0,2.0,8.0,2150.0,,1995.0,,-122.18799999999999,2150.0
5554,735000.0,2.5,2820.0,2.0,9.0,2820.0,0.0,2004.0,98029.0,-121.992,2910.0
5555,434000.0,2.25,1750.0,1.0,7.0,1210.0,540.0,1987.0,98034.0,-122.225,1930.0
5556,578888.0,2.0,1060.0,,7.0,1000.0,60.0,1914.0,,-122.337,1310.0
5557,465425.0,2.75,,1.0,7.0,,0.0,1967.0,98072.0,-122.139,2580.0
5558,280500.0,2.75,2660.0,1.5,8.0,1590.0,1070.0,1986.0,98023.0,-122.337,2250.0
5559,539950.0,2.0,1670.0,1.0,9.0,1670.0,0.0,2007.0,98029.0,-122.00299999999999,2330.0
5560,406430.0,2.0,1380.0,1.0,7.0,1380.0,0.0,1968.0,98075.0,-122.036,1380.0
5561,1150000.0,3.75,4160.0,2.0,11.0,4160.0,0.0,1991.0,98053.0,-122.06700000000001,5330.0
5562,250000.0,2.5,1790.0,2.0,8.0,,0.0,1992.0,98031.0,-122.195,1790.0
5563,266000.0,2.5,1940.0,1.0,,,480.0,1989.0,,-122.177,1750.0
5564,258000.0,2.0,1390.0,1.0,7.0,1390.0,,1996.0,98058.0,-122.154,1630.0
5565,472000.0,2.0,2200.0,1.0,8.0,1200.0,1000.0,1961.0,98155.0,-122.271,2600.0
5566,530000.0,2.25,,2.0,8.0,1264.0,0.0,2003.0,,-122.279,1264.0
5567,302282.0,1.0,1095.0,1.5,7.0,1095.0,0.0,1901.0,98122.0,,1310.0
5568,370000.0,1.0,850.0,1.0,6.0,750.0,100.0,1916.0,98136.0,-122.384,1880.0
5569,625000.0,2.0,1760.0,1.5,7.0,1170.0,590.0,1948.0,98105.0,-122.28,1850.0
5570,142500.0,,,1.0,5.0,690.0,0.0,1917.0,98002.0,-122.225,1330.0
5571,334000.0,1.75,1400.0,1.0,7.0,1400.0,0.0,1961.0,98133.0,-122.334,1820.0
5572,362000.0,3.0,1810.0,2.0,7.0,1810.0,0.0,1998.0,98118.0,-122.291,1670.0
5573,,1.0,1310.0,1.0,7.0,950.0,360.0,1942.0,98144.0,-122.306,1310.0
5574,241500.0,1.0,1400.0,1.0,7.0,1400.0,0.0,1968.0,98003.0,-122.301,1440.0
5575,,1.75,,1.0,7.0,1180.0,1170.0,1964.0,98030.0,-122.175,1680.0
5576,227500.0,1.0,1150.0,1.0,7.0,1150.0,0.0,1968.0,98042.0,,1220.0
5577,158550.0,,1710.0,1.5,7.0,1710.0,0.0,1961.0,98032.0,,1480.0
5578,450000.0,2.25,1660.0,,7.0,1130.0,530.0,1968.0,98034.0,-122.22200000000001,1680.0
5579,,1.75,,,7.0,,0.0,1967.0,98034.0,-122.186,2340.0
5580,353000.0,1.75,1780.0,1.0,7.0,1780.0,0.0,,98077.0,-122.073,1160.0
5581,500000.0,3.0,2450.0,2.0,8.0,2450.0,0.0,2004.0,98028.0,-122.235,
5582,360000.0,2.25,2060.0,1.5,7.0,1560.0,500.0,1927.0,98003.0,-122.304,2060.0
5583,357500.0,1.5,1540.0,1.0,7.0,1540.0,0.0,1966.0,98059.0,-122.15700000000001,
5584,272000.0,2.5,1650.0,2.0,7.0,1650.0,0.0,1998.0,98014.0,,1650.0
5585,422000.0,1.0,1160.0,,7.0,1160.0,0.0,1960.0,98125.0,-122.30799999999999,1300.0
5586,365000.0,2.0,1440.0,1.0,7.0,1440.0,0.0,,98072.0,-122.15899999999999,1780.0
5587,,1.75,2150.0,1.0,8.0,1610.0,540.0,1966.0,98155.0,-122.295,2150.0
5588,275053.0,1.0,1060.0,1.0,6.0,1060.0,,,98155.0,-122.32700000000001,1100.0
5589,1880000.0,2.75,2620.0,1.0,9.0,2620.0,0.0,1949.0,98039.0,-122.228,3400.0
5590,,1.75,,1.0,7.0,960.0,670.0,1955.0,98004.0,-122.205,1880.0
5591,235000.0,1.75,1840.0,1.0,7.0,1500.0,340.0,1985.0,98030.0,,1430.0
5592,510000.0,1.0,820.0,1.0,5.0,820.0,0.0,1949.0,98125.0,-122.28399999999999,1810.0
5593,489950.0,,820.0,1.0,5.0,820.0,,1949.0,98125.0,-122.28399999999999,1810.0
5594,463000.0,,2010.0,2.0,8.0,2010.0,0.0,1998.0,98034.0,-122.197,2010.0
5595,536000.0,2.25,1990.0,2.0,8.0,1990.0,0.0,1991.0,98029.0,-121.995,2150.0
5596,375000.0,2.5,2990.0,2.0,,,0.0,2003.0,98003.0,-122.294,2590.0
5597,,2.5,2540.0,2.0,9.0,,0.0,1999.0,98034.0,-122.236,3640.0
5598,362000.0,2.25,1640.0,1.0,7.0,1140.0,500.0,1963.0,98148.0,-122.33200000000001,2020.0
5599,350000.0,2.75,2500.0,1.0,9.0,1490.0,1010.0,1979.0,98003.0,-122.33200000000001,2830.0
5600,1691000.0,3.5,4020.0,2.0,11.0,4020.0,0.0,2001.0,98004.0,-122.212,3930.0
5601,255000.0,2.0,1500.0,1.0,6.0,1390.0,110.0,1943.0,98166.0,-122.335,1310.0
5602,269000.0,2.5,1594.0,1.0,7.0,1088.0,506.0,,98002.0,-122.211,1536.0
5603,370000.0,3.0,2130.0,1.5,7.0,2130.0,0.0,,98055.0,-122.20299999999999,1070.0
5604,270000.0,1.0,1130.0,1.0,7.0,1130.0,0.0,1961.0,98059.0,-122.125,
5605,265000.0,2.0,1690.0,1.0,7.0,1690.0,0.0,1997.0,98022.0,-122.001,1850.0
5606,487000.0,1.0,1440.0,1.0,7.0,960.0,480.0,1946.0,98117.0,-122.382,1400.0
5607,835000.0,3.25,3270.0,,10.0,3270.0,0.0,2001.0,98074.0,-122.06299999999999,3270.0
5608,850000.0,3.25,4350.0,1.0,9.0,,2150.0,,98027.0,-121.96600000000001,2180.0
5609,575000.0,2.75,,,7.0,1020.0,590.0,1982.0,98033.0,-122.198,1610.0
5610,335000.0,1.0,950.0,1.0,7.0,950.0,0.0,1968.0,98034.0,-122.184,2270.0
5611,,1.0,1010.0,1.0,6.0,1010.0,0.0,1948.0,98155.0,-122.307,1590.0
5612,510000.0,2.0,1420.0,1.0,7.0,1420.0,0.0,1980.0,98027.0,-122.046,2330.0
5613,242500.0,1.5,1200.0,1.0,7.0,1200.0,0.0,1965.0,98042.0,-122.15299999999999,1380.0
5614,750000.0,2.25,2020.0,1.0,,1010.0,1010.0,1963.0,98040.0,-122.219,1890.0
5615,439900.0,3.5,3390.0,2.0,7.0,3390.0,0.0,2003.0,98056.0,-122.181,2580.0
5616,710000.0,1.0,1700.0,1.5,8.0,1460.0,240.0,1914.0,98119.0,-122.369,1620.0
5617,2400000.0,3.25,3410.0,2.0,9.0,2760.0,650.0,1912.0,98119.0,-122.361,3540.0
5618,435000.0,1.75,2030.0,1.0,,1630.0,400.0,1976.0,98011.0,-122.197,2120.0
5619,874000.0,2.75,2860.0,1.0,7.0,1560.0,1300.0,1946.0,98115.0,-122.26299999999999,2290.0
5620,385000.0,1.75,1690.0,1.0,7.0,870.0,820.0,1984.0,98144.0,-122.289,
5621,110000.0,1.0,760.0,1.0,5.0,760.0,0.0,1930.0,98055.0,-122.214,1360.0
5622,477000.0,1.75,1780.0,1.0,7.0,1210.0,570.0,1976.0,,-122.197,1780.0
5623,500000.0,2.0,1550.0,1.5,,1550.0,0.0,1918.0,98126.0,-122.37899999999999,1440.0
5624,885000.0,2.5,4090.0,2.0,10.0,4090.0,0.0,2005.0,98075.0,,3510.0
5625,235000.0,1.0,880.0,1.0,7.0,880.0,0.0,1955.0,98178.0,-122.265,
5626,210000.0,2.75,1320.0,1.0,7.0,880.0,440.0,1995.0,98030.0,-122.184,1490.0
5627,320000.0,1.0,,1.0,6.0,950.0,0.0,,98144.0,-122.31200000000001,1480.0
5628,,1.75,1390.0,1.0,7.0,1390.0,0.0,,98056.0,-122.181,1910.0
5629,350000.0,1.75,1900.0,1.0,8.0,1220.0,680.0,1963.0,98166.0,-122.35700000000001,1850.0
5630,350000.0,0.75,1392.0,1.5,7.0,1392.0,0.0,1978.0,98070.0,,1640.0
5631,720000.0,2.5,3340.0,2.0,10.0,3340.0,0.0,1999.0,98065.0,-121.867,3160.0
5632,604700.0,2.75,2750.0,1.0,9.0,1720.0,1030.0,1981.0,98198.0,-122.32,2860.0
5633,343000.0,1.0,1400.0,1.5,5.0,1400.0,,1920.0,98027.0,-122.036,1250.0
5634,558000.0,,,1.0,,1280.0,940.0,1982.0,98074.0,-122.04299999999999,2020.0
5635,364000.0,1.0,1210.0,1.5,,1210.0,0.0,1922.0,,-122.374,1100.0
5636,,1.75,2390.0,1.0,,1290.0,1100.0,1959.0,98155.0,-122.272,2270.0
5637,450000.0,2.0,1870.0,1.5,7.0,1870.0,0.0,1960.0,98007.0,-122.14399999999999,1870.0
5638,392000.0,1.5,940.0,1.0,7.0,810.0,,1925.0,98126.0,-122.374,940.0
5639,100000.0,1.0,,1.0,5.0,860.0,260.0,1939.0,98055.0,-122.20299999999999,1120.0
5640,480000.0,2.5,1250.0,3.0,8.0,1250.0,0.0,2005.0,98103.0,-122.352,
5641,212000.0,1.5,1060.0,1.0,,1060.0,0.0,1955.0,98003.0,-122.318,1270.0
5642,560000.0,2.5,,1.0,7.0,1600.0,810.0,1978.0,98011.0,-122.2,2410.0
5643,359950.0,2.75,2844.0,2.0,8.0,2844.0,0.0,2013.0,98092.0,-122.167,
5644,535000.0,2.5,2200.0,1.0,7.0,,,1979.0,98077.0,-122.052,2290.0
5645,980000.0,4.0,3460.0,2.0,10.0,2830.0,630.0,2012.0,98056.0,-122.204,1890.0
5646,720000.0,1.0,1580.0,2.0,8.0,1580.0,0.0,1921.0,98103.0,-122.329,2170.0
5647,619950.0,1.0,1520.0,1.0,7.0,920.0,,1951.0,,-122.279,1600.0
5648,489000.0,2.5,2260.0,2.0,,2260.0,0.0,,98058.0,-122.088,2750.0
5649,415000.0,2.0,1800.0,1.0,7.0,1000.0,800.0,,98115.0,,1690.0
5650,,2.5,2650.0,2.0,10.0,2650.0,0.0,1987.0,98074.0,-122.051,2650.0
5651,352500.0,,,1.0,7.0,1000.0,0.0,1985.0,98052.0,-122.09700000000001,
5652,258750.0,2.0,2300.0,1.0,6.0,,1150.0,,98003.0,-122.33200000000001,1230.0
5653,350000.0,1.0,1080.0,1.0,6.0,1080.0,0.0,1916.0,98133.0,-122.351,1410.0
5654,152000.0,1.0,902.0,1.0,7.0,902.0,0.0,1965.0,98198.0,-122.30799999999999,1510.0
5655,378500.0,1.0,730.0,1.0,7.0,,,1946.0,98115.0,-122.305,1620.0
5656,1017000.0,,2600.0,1.5,8.0,2600.0,0.0,1965.0,98033.0,,2750.0
5657,419000.0,1.5,1570.0,1.0,7.0,1570.0,0.0,1956.0,,-122.134,1570.0
5658,895000.0,3.0,2876.0,1.0,9.0,1970.0,906.0,1973.0,98040.0,-122.229,3500.0
5659,668500.0,2.25,2290.0,1.0,8.0,,510.0,1976.0,98006.0,,2360.0
5660,487000.0,2.5,1470.0,2.0,8.0,1470.0,0.0,2005.0,98033.0,-122.165,1470.0
5661,538000.0,3.5,2620.0,2.0,8.0,1970.0,650.0,1992.0,98146.0,-122.37100000000001,1960.0
5662,898000.0,,2680.0,1.0,8.0,1450.0,1230.0,1963.0,98004.0,-122.196,2900.0
5663,315000.0,2.0,2020.0,1.0,8.0,2020.0,0.0,1995.0,98003.0,-122.309,1940.0
5664,800000.0,2.5,2100.0,2.0,7.0,2100.0,0.0,1945.0,98116.0,-122.397,2100.0
5665,516130.0,1.75,1510.0,,8.0,1510.0,0.0,1962.0,98008.0,,1770.0
5666,1600000.0,2.5,2850.0,1.5,10.0,1790.0,1060.0,1978.0,98008.0,-122.111,2850.0
5667,1200000.0,2.5,,2.0,11.0,3400.0,880.0,1999.0,98006.0,,3520.0
5668,355425.0,2.5,3238.0,1.0,8.0,1678.0,1560.0,1979.0,98198.0,,3056.0
5669,1157400.0,2.5,2740.0,2.0,10.0,2740.0,0.0,1913.0,98112.0,-122.303,2740.0
5670,689000.0,,2020.0,2.0,7.0,2020.0,0.0,1954.0,98136.0,-122.395,2250.0
5671,500000.0,3.25,1520.0,3.0,7.0,1520.0,0.0,2000.0,98107.0,-122.389,1520.0
5672,430000.0,2.5,,1.0,8.0,,1560.0,1955.0,98001.0,-122.25399999999999,2520.0
5673,299500.0,2.25,1600.0,,7.0,1080.0,520.0,1979.0,98045.0,-121.743,
5674,349950.0,2.5,,2.0,8.0,2090.0,0.0,1989.0,98058.0,-122.164,2080.0
5675,1419000.0,3.25,4020.0,,9.0,3120.0,,2010.0,98004.0,-122.204,3550.0
5676,998000.0,2.25,2910.0,2.0,9.0,2910.0,0.0,1988.0,98006.0,-122.155,2780.0
5677,329000.0,1.0,900.0,1.0,7.0,900.0,0.0,1970.0,98072.0,-122.17299999999999,1220.0
5678,575000.0,1.75,1720.0,2.0,8.0,1720.0,0.0,1981.0,98033.0,-122.20200000000001,1620.0
5679,529900.0,2.25,,2.0,8.0,2600.0,430.0,,98133.0,-122.353,2230.0
5680,1470000.0,2.5,3030.0,1.0,9.0,2380.0,650.0,,,-122.206,
5681,725000.0,1.75,2190.0,1.0,7.0,,740.0,1962.0,98033.0,-122.196,1980.0
5682,,2.5,1680.0,2.0,8.0,1680.0,0.0,1987.0,98023.0,-122.395,
5683,335000.0,2.0,1210.0,1.0,7.0,,0.0,1954.0,98006.0,-122.135,
5684,,1.5,1120.0,1.0,7.0,1120.0,0.0,1955.0,98007.0,-122.146,
5685,510000.0,2.75,3180.0,2.0,,,160.0,2004.0,98019.0,-121.977,3020.0
5686,203000.0,1.0,920.0,1.0,7.0,920.0,0.0,1970.0,98032.0,-122.289,1660.0
5687,,1.0,700.0,,6.0,700.0,0.0,1953.0,98155.0,-122.323,1250.0
5688,265000.0,2.25,,2.0,8.0,2540.0,0.0,1991.0,98023.0,-122.34899999999999,2140.0
5689,,1.5,2100.0,1.5,8.0,2100.0,,1912.0,98103.0,-122.336,1930.0
5690,1000000.0,1.0,1540.0,1.5,7.0,1540.0,0.0,,98125.0,-122.29,1540.0
5691,241400.0,2.0,1420.0,1.0,7.0,1420.0,0.0,,,-122.01100000000001,1550.0
5692,,1.75,1450.0,1.0,7.0,1450.0,,1966.0,98058.0,-122.182,1340.0
5693,294010.0,1.75,1550.0,1.0,6.0,830.0,,1945.0,,-122.351,1100.0
5694,345000.0,2.25,1920.0,2.0,8.0,1920.0,0.0,1984.0,98074.0,-122.046,1950.0
5695,625000.0,,1920.0,2.0,8.0,1920.0,0.0,,,-122.046,1950.0
5696,660000.0,,2510.0,2.0,8.0,2510.0,0.0,2002.0,98075.0,-122.039,2550.0
5697,559000.0,2.0,1660.0,1.0,8.0,1660.0,,2003.0,98053.0,-122.031,1670.0
5698,866000.0,3.25,3990.0,2.0,,3990.0,0.0,2004.0,98053.0,-122.02600000000001,3920.0
5699,770000.0,2.0,2350.0,1.5,8.0,1810.0,540.0,,98112.0,-122.31,2170.0
5700,259950.0,1.5,1350.0,1.0,7.0,1350.0,0.0,1968.0,98030.0,-122.219,1900.0
5701,,2.75,2980.0,1.0,7.0,1710.0,1270.0,1968.0,98030.0,-122.22200000000001,2240.0
5702,2466350.0,4.75,6390.0,,10.0,4560.0,1830.0,1940.0,98112.0,-122.291,4010.0
5703,395000.0,2.0,1590.0,,7.0,,0.0,1966.0,98034.0,-122.227,1320.0
5704,276500.0,1.75,1400.0,1.5,6.0,1400.0,,1942.0,,-122.33200000000001,1120.0
5705,,2.25,,1.5,8.0,1880.0,0.0,1987.0,98024.0,-121.883,2520.0
5706,,,3500.0,2.0,10.0,,0.0,1987.0,98008.0,-122.13,3500.0
5707,380000.0,2.0,,1.0,8.0,1370.0,0.0,1986.0,98034.0,-122.205,1380.0
5708,350000.0,2.5,,,8.0,2810.0,0.0,2001.0,98022.0,-122.015,2640.0
5709,325000.0,2.5,2220.0,2.0,8.0,2220.0,0.0,1990.0,98031.0,,1980.0
5710,336000.0,2.5,2110.0,2.0,,2110.0,0.0,1989.0,,-122.154,2110.0
5711,286900.0,2.25,1720.0,1.0,7.0,1440.0,280.0,1974.0,98042.0,-122.073,1990.0
5712,472000.0,2.25,1780.0,1.0,,1330.0,450.0,1976.0,98052.0,-122.12,1780.0
5713,263000.0,1.75,1410.0,2.0,7.0,1410.0,0.0,1985.0,98038.0,-122.046,1560.0
5714,565000.0,3.0,2110.0,1.0,7.0,,1000.0,,98126.0,-122.375,1730.0
5715,765000.0,,2700.0,,10.0,,0.0,1992.0,98006.0,-122.113,2840.0
5716,1517000.0,2.25,2610.0,1.0,8.0,2610.0,0.0,1963.0,98075.0,-122.07600000000001,2970.0
5717,405000.0,2.0,1660.0,1.0,7.0,,830.0,1981.0,98034.0,-122.199,1610.0
5718,1098000.0,3.5,4570.0,,,4570.0,,2002.0,98075.0,-121.96799999999999,
5719,555000.0,,3760.0,1.0,10.0,2640.0,,1979.0,98092.0,-122.087,2820.0
5720,305000.0,2.5,1610.0,2.0,8.0,1610.0,0.0,2006.0,,-122.18799999999999,1610.0
5721,289950.0,2.25,1740.0,,7.0,,350.0,1992.0,98198.0,,1740.0
5722,487500.0,3.5,3530.0,2.0,7.0,2380.0,1150.0,1999.0,98019.0,-121.905,2110.0
5723,96500.0,1.0,840.0,1.0,6.0,840.0,0.0,1959.0,,-122.34299999999999,840.0
5724,185000.0,1.0,840.0,1.0,6.0,,0.0,1959.0,98023.0,-122.34299999999999,840.0
5725,150550.0,1.0,1470.0,1.5,7.0,1470.0,0.0,1945.0,98168.0,,1230.0
5726,339000.0,,2470.0,1.5,6.0,1970.0,500.0,1948.0,98106.0,-122.348,1060.0
5727,675000.0,1.75,2220.0,1.0,8.0,1280.0,940.0,1950.0,98125.0,-122.279,2210.0
5728,615000.0,1.75,1720.0,1.0,7.0,960.0,760.0,1924.0,98144.0,-122.287,1660.0
5729,837500.0,2.5,2700.0,2.0,8.0,2700.0,0.0,1994.0,98033.0,-122.198,2120.0
5730,250000.0,1.0,950.0,1.0,5.0,950.0,0.0,1932.0,98028.0,,1690.0
5731,583000.0,2.5,1790.0,2.0,8.0,1790.0,0.0,1989.0,98074.0,-122.045,1800.0
5732,499000.0,,1610.0,3.0,8.0,1610.0,0.0,2000.0,,,1540.0
5733,,2.5,2290.0,2.0,8.0,2290.0,0.0,2001.0,,-122.382,1600.0
5734,400000.0,2.5,2170.0,1.0,7.0,2170.0,0.0,1980.0,98022.0,-121.93299999999999,1760.0
5735,990400.0,,2100.0,2.0,9.0,2100.0,0.0,,98004.0,-122.2,1820.0
5736,600000.0,2.5,2320.0,1.5,8.0,,0.0,,98075.0,-122.068,2200.0
5737,325000.0,1.0,1120.0,1.0,6.0,1120.0,0.0,,,-122.291,1340.0
5738,265000.0,2.5,1530.0,2.0,7.0,1530.0,0.0,1991.0,98038.0,-122.036,
5739,1620500.0,2.5,3490.0,1.0,9.0,1770.0,1720.0,1960.0,98105.0,-122.27,3640.0
5740,347500.0,1.5,1180.0,1.0,7.0,1180.0,0.0,1960.0,98155.0,-122.274,1710.0
5741,,2.0,2050.0,1.5,7.0,,580.0,1912.0,98103.0,-122.352,1560.0
5742,1087500.0,2.0,2360.0,,,,0.0,1997.0,98040.0,-122.227,3030.0
5743,397500.0,,2570.0,2.0,8.0,2570.0,0.0,1992.0,98038.0,-122.045,2150.0
5744,404500.0,1.0,1270.0,1.5,7.0,1270.0,0.0,1909.0,98144.0,-122.307,1980.0
5745,225000.0,1.5,1250.0,1.0,7.0,1250.0,0.0,1967.0,98030.0,-122.215,1260.0
5746,267000.0,2.25,2510.0,,8.0,1610.0,900.0,1978.0,98023.0,-122.374,1940.0
5747,800000.0,,2690.0,2.0,9.0,2120.0,570.0,1909.0,,-122.37200000000001,2830.0
5748,339000.0,2.5,2900.0,2.0,8.0,2900.0,0.0,2001.0,,-122.28399999999999,2720.0
5749,1850000.0,2.5,3830.0,1.0,11.0,2370.0,1460.0,1981.0,98155.0,-122.28399999999999,3080.0
5750,525000.0,1.0,,1.5,7.0,1280.0,0.0,1923.0,98105.0,-122.324,1420.0
5751,1150000.0,3.5,4350.0,2.0,10.0,,830.0,2007.0,,-121.99700000000001,3260.0
5752,565000.0,1.0,1370.0,,7.0,1370.0,0.0,1921.0,,-122.385,1450.0
5753,387000.0,2.25,1230.0,2.0,8.0,960.0,270.0,2012.0,98144.0,-122.29799999999999,
5754,720000.0,2.5,,2.0,9.0,2440.0,0.0,1987.0,98053.0,-122.044,
5755,1500000.0,3.5,4410.0,,12.0,3420.0,990.0,1996.0,98006.0,-122.10700000000001,4090.0
5756,235000.0,1.0,910.0,1.0,6.0,910.0,0.0,1936.0,98125.0,-122.305,1310.0
5757,365000.0,1.0,910.0,,6.0,910.0,0.0,1936.0,98125.0,-122.305,1310.0
5758,368250.0,2.5,2150.0,2.0,8.0,2150.0,0.0,1988.0,,-122.04299999999999,2150.0
5759,580000.0,,2150.0,2.0,,2150.0,0.0,1988.0,98074.0,-122.04299999999999,2150.0
5760,,3.25,3190.0,,,2610.0,580.0,1956.0,98178.0,-122.225,2240.0
5761,215000.0,,2130.0,2.0,7.0,2130.0,0.0,2004.0,98001.0,-122.28,3220.0
5762,648000.0,2.5,2740.0,2.0,9.0,2740.0,0.0,1989.0,98029.0,-122.01100000000001,
5763,,3.0,3150.0,2.0,9.0,3150.0,,2001.0,98075.0,-122.01799999999999,3150.0
5764,465000.0,2.25,1450.0,2.0,8.0,,270.0,2005.0,98107.0,-122.365,1450.0
5765,650000.0,2.0,2400.0,1.5,8.0,1900.0,500.0,1911.0,98103.0,-122.35600000000001,
5766,335000.0,,2280.0,1.0,7.0,1140.0,,,98198.0,-122.33200000000001,1660.0
5767,640000.0,2.0,2310.0,,8.0,2310.0,0.0,1984.0,98072.0,,2710.0
5768,638250.0,2.5,2460.0,2.0,,2460.0,0.0,1989.0,98074.0,-122.03,2420.0
5769,1460000.0,3.5,,2.0,,,,1996.0,98040.0,-122.21700000000001,3750.0
5770,375000.0,,1620.0,,7.0,1620.0,,1909.0,98108.0,-122.307,1620.0
5771,842000.0,1.75,2170.0,1.0,8.0,2170.0,0.0,1960.0,98040.0,-122.21700000000001,1910.0
5772,499950.0,2.25,,1.0,8.0,1710.0,,1970.0,98133.0,-122.35,
5773,810000.0,2.5,3280.0,2.0,11.0,,,1985.0,98074.0,-122.05,3280.0
5774,310000.0,2.0,2900.0,2.0,7.0,2900.0,,1969.0,98072.0,-122.095,1260.0
5775,730000.0,2.5,2160.0,1.0,9.0,1540.0,620.0,,98103.0,-122.34899999999999,930.0
5776,637800.0,1.75,2250.0,1.5,7.0,1420.0,830.0,1924.0,98115.0,-122.292,1930.0
5777,225000.0,1.0,1340.0,1.5,5.0,1340.0,0.0,1903.0,98055.0,-122.209,1240.0
5778,417500.0,1.0,1390.0,1.5,7.0,1390.0,0.0,1941.0,98177.0,-122.359,1390.0
5779,,2.0,1600.0,1.0,7.0,1600.0,0.0,1972.0,98022.0,-122.00299999999999,1540.0
5780,550000.0,2.5,2050.0,2.0,8.0,2050.0,0.0,,98074.0,-122.04299999999999,2010.0
5781,625700.0,2.0,2570.0,1.0,7.0,2570.0,0.0,1968.0,98024.0,-121.89200000000001,2010.0
5782,595000.0,2.5,2660.0,2.0,9.0,2660.0,0.0,1991.0,98011.0,-122.22,2590.0
5783,270000.0,1.5,1540.0,1.0,,1540.0,0.0,1972.0,,-122.15299999999999,1550.0
5784,739375.0,3.0,2640.0,2.0,7.0,2140.0,,1906.0,98112.0,-122.30799999999999,1540.0
5785,357562.0,1.75,1210.0,2.0,8.0,,,2014.0,,-121.999,1210.0
5786,1010000.0,2.5,,2.0,11.0,3760.0,0.0,1987.0,98052.0,-122.12799999999999,
5787,455000.0,1.75,1350.0,1.0,8.0,1350.0,0.0,2004.0,98053.0,-122.03299999999999,1440.0
5788,310000.0,2.25,2600.0,1.0,8.0,1810.0,790.0,1969.0,98023.0,-122.365,2070.0
5789,415000.0,2.75,3900.0,2.0,6.0,3460.0,440.0,1967.0,98024.0,-121.92399999999999,2460.0
5790,452000.0,1.0,1340.0,1.0,8.0,1340.0,0.0,1950.0,98177.0,-122.36399999999999,1680.0
5791,810000.0,2.0,1760.0,1.0,7.0,1760.0,0.0,1953.0,98004.0,-122.20200000000001,3430.0
5792,730001.0,2.0,1840.0,1.0,7.0,1010.0,830.0,1951.0,98117.0,-122.395,1760.0
5793,825000.0,2.25,2980.0,1.0,9.0,2230.0,750.0,1989.0,98053.0,-122.00299999999999,2980.0
5794,,2.5,1730.0,2.0,8.0,,0.0,1996.0,98103.0,-122.34,1730.0
5795,327500.0,1.75,,1.0,8.0,1650.0,0.0,,98058.0,-122.139,1750.0
5796,699950.0,2.5,3370.0,2.0,9.0,3370.0,0.0,1988.0,98075.0,-121.98700000000001,
5797,424000.0,2.5,2200.0,2.0,,2200.0,0.0,1985.0,98092.0,-122.116,
5798,,2.5,,1.5,7.0,1420.0,760.0,1926.0,98117.0,-122.361,1560.0
5799,445000.0,1.75,1490.0,1.0,7.0,1210.0,280.0,1974.0,98008.0,-122.10600000000001,2090.0
5800,450000.0,2.5,1530.0,2.0,,,480.0,2007.0,98119.0,-122.374,1610.0
5801,350000.0,1.0,1180.0,1.0,7.0,1180.0,0.0,,,-122.241,1450.0
5802,460000.0,2.5,2080.0,2.0,9.0,2080.0,0.0,1996.0,98059.0,-122.13600000000001,2550.0
5803,385000.0,2.5,3200.0,,8.0,1610.0,1590.0,1970.0,98031.0,,2030.0
5804,,2.25,1880.0,2.0,7.0,1880.0,0.0,1993.0,98023.0,-122.34700000000001,1580.0
5805,535000.0,2.5,2510.0,2.0,7.0,2510.0,0.0,2001.0,98053.0,-122.042,2660.0
5806,216500.0,1.0,1060.0,1.0,6.0,1060.0,,1969.0,,-122.08,910.0
5807,325000.0,2.5,2130.0,2.0,8.0,2130.0,0.0,,98042.0,-122.057,
5808,420200.0,1.75,1320.0,1.0,7.0,1320.0,0.0,1968.0,98034.0,-122.18,1370.0
5809,258000.0,1.75,1040.0,1.0,6.0,1040.0,0.0,1951.0,98178.0,-122.256,1290.0
5810,450000.0,2.0,,1.5,7.0,1150.0,0.0,1917.0,,-122.348,1230.0
5811,720168.0,2.25,2120.0,2.0,7.0,1420.0,700.0,1926.0,98117.0,-122.359,1420.0
5812,652000.0,2.0,2130.0,1.5,7.0,1330.0,800.0,1925.0,98107.0,-122.36200000000001,2010.0
5813,569500.0,,2340.0,2.0,,2340.0,0.0,1989.0,98074.0,-122.03,
5814,411000.0,1.75,2250.0,,,2250.0,,1963.0,98042.0,-122.09100000000001,1550.0
5815,524950.0,1.75,1890.0,1.0,7.0,1290.0,600.0,1974.0,,-122.381,1320.0
5816,153000.0,1.0,1140.0,1.0,6.0,760.0,380.0,1942.0,98155.0,-122.321,1340.0
5817,775000.0,2.5,2780.0,2.0,9.0,2780.0,0.0,2000.0,98126.0,-122.37799999999999,2630.0
